"diplome_r","Delai_r","sexe_r","StatutP_r","StatutM_r","Conseil_r","Diff2_r","Exppro_r","Abs1_r","Abs2_r"
">=BAC+3","Facile","Homme","ing-cadre-prof_lib","ing-cadre-prof_lib","aucun","Tres dificile",3,3,50
">=BAC+3","Facile","Femme","ouvrir","employe","aucun","Plutot facile",0,0,0
">=BAC+3","Dificile","Femme","prof_interm","prof_interm","plusieurs","Plutot dificile",6,0,57
"BAC+2","Facile","Homme","ouvrir",NA,"aucun","Plutot dificile",2,0,NA
"BAC","Dificile","Femme","ing-cadre-prof_lib","ing-cadre-prof_lib","aucun","Plutot facile",0,4,19
"BAC+2","Facile","Homme","prof_interm","employe","un","Plutot facile",1,10,10
"BAC","Dificile","Homme",NA,"employe","aucun","Plutot facile",0,21,27
"BAC+2","Facile","Homme","employe","ing-cadre-prof_lib","aucun","Plutot facile",1,0,2
">=BAC+3","Facile","Femme","ing-cadre-prof_lib","NSP","aucun","Plutot dificile",0,9,NA
"BAC","Dificile","Femme","ing-cadre-prof_lib","ing-cadre-prof_lib","aucun","Plutot dificile",0,32,80
"BAC+2","Facile","Homme","agric","agric","aucun","Plutot facile",1,0,0
">=BAC+3","Facile","Homme","ing-cadre-prof_lib","NSP","aucun","Tres dificile",1,0,0
">=BAC+3","Facile","Homme","prof_interm","artis-commerc","aucun","Plutot facile",3,0,0
">=BAC+3","Facile","Femme","agric","agric","aucun","Plutot dificile",6,0,NA
">=BAC+3","Facile","Femme","ing-cadre-prof_lib","ing-cadre-prof_lib","aucun","Plutot facile",1,9,53
">=BAC+3","Facile","Homme","ouvrir","employe","aucun","Plutot dificile",0,0,32
">=BAC+3","Facile","Homme","ing-cadre-prof_lib","ing-cadre-prof_lib","aucun","Plutot facile",1,0,0
">=BAC+3","Facile","Femme","prof_interm","employe","aucun","Plutot facile",4,2,2
">=BAC+3","Facile","Femme","ing-cadre-prof_lib","ing-cadre-prof_lib","aucun","Plutot dificile",2,11,47
"BAC+2","Facile","Homme","employe","employe","aucun","Plutot facile",2,0,0
"BAC","Dificile","Femme","ouvrir","ouvrir","aucun","Plutot facile",0,0,NA
">=BAC+3","Facile","Homme","ing-cadre-prof_lib","ing-cadre-prof_lib","aucun","Tres facile",2,0,25
">=BAC+3","Facile","Femme","employe","employe","aucun","Plutot dificile",2,0,24
"BAC","Facile","Homme","ing-cadre-prof_lib","employe","aucun","Plutot facile",1,0,26
"BAC+2","Facile","Femme","NSP",NA,"aucun","Plutot dificile",2,5,26
"BAC+2","Facile","Homme","agric","employe","aucun","Plutot facile",1,0,46
"BAC+2","Facile","Homme","ouvrir","employe","aucun","Plutot dificile",2,0,29
"BAC","Facile","Femme",NA,"employe","aucun","Plutot facile",0,0,0
"BAC+2","Facile","Femme","ing-cadre-prof_lib","ing-cadre-prof_lib","aucun","Plutot facile",0,0,0
"BAC","Dificile","Homme","ing-cadre-prof_lib","ing-cadre-prof_lib","aucun","Tres dificile",2,10,NA
">=BAC+3","Facile","Homme",NA,"ouvrir","aucun","Plutot dificile",6,0,0
"BAC+2","Facile","Femme","ing-cadre-prof_lib",NA,"aucun","Plutot dificile",6,0,0
"BAC+2","Facile","Homme","artis-commerc","employe","aucun","Plutot facile",2,0,0
">=BAC+3","Facile","Homme","ing-cadre-prof_lib","ing-cadre-prof_lib","plusieurs","Plutot dificile",3,0,22
">=BAC+3","Facile","Homme","agric","agric","aucun","Plutot facile",NA,0,0
">=BAC+3","Facile","Homme","prof_interm","prof_interm","un","Plutot facile",3,0,39
"BAC","Facile","Femme","prof_interm","NSP","aucun","Plutot dificile",0,0,45
">=BAC+3","Facile","Homme","ing-cadre-prof_lib","prof_interm","aucun","Plutot dificile",6,0,23
"BAC+2","Dificile","Femme","NSP","ing-cadre-prof_lib","aucun","Plutot facile",1,26,26
">=BAC+3","Facile","Femme","prof_interm","prof_interm","un","Plutot facile",2,0,0
">=BAC+3","Facile","Femme","ing-cadre-prof_lib","ing-cadre-prof_lib","aucun","Plutot facile",2,14,14
">=BAC+3","Facile","Femme","ing-cadre-prof_lib","employe","aucun","Plutot facile",0,5,17
">=BAC+3","Facile","Homme","prof_interm","ouvrir","aucun","Plutot facile",3,6,9
"BAC+2","Facile","Femme","prof_interm","prof_interm","aucun","Plutot facile",6,0,18
">=BAC+3","Facile","Femme","employe","employe","aucun","Plutot dificile",3,3,5
"BAC+2","Facile","Femme",NA,"ing-cadre-prof_lib","aucun","Plutot facile",4,0,0
"BAC+2","Facile","Femme","employe","ouvrir","aucun","Plutot facile",6,0,66
">=BAC+3","Facile","Femme","ing-cadre-prof_lib","employe","aucun","Plutot facile",2,4,4
">=BAC+3","Facile","Homme","ing-cadre-prof_lib","NSP","plusieurs","Plutot facile",3,8,8
">=BAC+3","Facile","Homme","ing-cadre-prof_lib","ing-cadre-prof_lib","aucun","Plutot dificile",2,2,NA
">=BAC+3","Facile","Homme","ouvrir","ing-cadre-prof_lib","un","Plutot facile",2,14,14
"BAC+2","Dificile","Femme","NSP","employe","un","Plutot facile",0,10,38
">=BAC+3","Facile","Homme","artis-commerc","agric","plusieurs","Plutot facile",2,0,15
">=BAC+3","Facile","Femme","ing-cadre-prof_lib","ing-cadre-prof_lib","plusieurs","Plutot facile",0,0,11
">=BAC+3","Facile","Homme","ing-cadre-prof_lib","ouvrir","un","Plutot facile",2,8,13
">=BAC+3","Dificile","Femme",NA,"employe","aucun","Plutot facile",3,6,6
">=BAC+3","Dificile","Homme","NSP","NSP","aucun","Plutot dificile",3,51,51
">=BAC+3","Facile","Homme","prof_interm","ing-cadre-prof_lib","aucun","Plutot dificile",2,6,52
"BAC+2","Dificile","Femme","ouvrir",NA,"aucun","Plutot dificile",0,3,3
">=BAC+3","Dificile","Femme","ing-cadre-prof_lib","employe","aucun","Plutot facile",1,0,42
">=BAC+3","Facile","Homme","ing-cadre-prof_lib","prof_interm","aucun","Plutot dificile",5,0,20
">=BAC+3","Facile","Homme","ing-cadre-prof_lib","employe","un","Plutot facile",4,3,8
">=BAC+3","Facile","Homme","artis-commerc","employe","un","Plutot dificile",6,0,61
">=BAC+3","Facile","Femme","ouvrir","employe","aucun","Tres facile",1,0,20
">=BAC+3","Facile","Homme","employe","employe","aucun","Plutot dificile",5,0,NA
"BAC","Dificile","Femme","ouvrir","employe","aucun","Plutot dificile",0,3,NA
">=BAC+3","Facile","Homme","employe","employe","un","Plutot facile",0,0,18
"BAC+2","Facile","Femme","ing-cadre-prof_lib","ing-cadre-prof_lib","un","Plutot facile",3,1,50
">=BAC+3","Facile","Femme","artis-commerc","employe","aucun","Tres facile",2,5,77
">=BAC+3","Facile","Femme","ing-cadre-prof_lib","employe","aucun","Plutot facile",1,0,0
">=BAC+3","Facile","Femme",NA,"ing-cadre-prof_lib","aucun","Plutot facile",2,4,4
">=BAC+3","Facile","Homme","prof_interm","prof_interm","un","Plutot facile",4,3,51
">=BAC+3","Facile","Homme","ing-cadre-prof_lib","artis-commerc","aucun","Plutot dificile",3,0,18
">=BAC+3","Facile","Homme","ing-cadre-prof_lib","employe","aucun","Plutot facile",5,2,47
">=BAC+3","Facile","Homme","ing-cadre-prof_lib","ing-cadre-prof_lib","aucun","Plutot facile",6,0,0
">=BAC+3","Dificile","Homme","employe",NA,"plusieurs","Tres dificile",3,3,60
">=BAC+3","Facile","Femme","artis-commerc","employe","un","Plutot dificile",0,0,NA
"BAC","Dificile","Homme","ing-cadre-prof_lib","employe","aucun","Plutot dificile",2,5,NA
"BAC","Facile","Homme","ouvrir","ouvrir","aucun","Tres dificile",1,0,0
">=BAC+3","Facile","Femme","ing-cadre-prof_lib",NA,"aucun","Tres facile",1,0,14
">=BAC+3","Facile","Homme","ouvrir",NA,"aucun","Tres facile",0,0,22
">=BAC+3","Facile","Homme","artis-commerc","employe","aucun","Plutot facile",1,0,25
">=BAC+3","Dificile","Femme",NA,"ing-cadre-prof_lib","aucun","Plutot facile",0,5,NA
">=BAC+3","Facile","Homme","prof_interm","employe","plusieurs","Plutot facile",3,2,2
">=BAC+3","Facile","Femme","ouvrir","artis-commerc","aucun","Plutot dificile",0,0,0
"BAC+2","Facile","Femme","ing-cadre-prof_lib","employe","aucun","Plutot dificile",0,1,8
"BAC","Facile","Homme","ing-cadre-prof_lib","employe","aucun","Tres facile",0,0,0
">=BAC+3","Facile","Homme","artis-commerc","ing-cadre-prof_lib","aucun","Plutot dificile",0,0,0
">=BAC+3","Facile","Femme","ing-cadre-prof_lib","ing-cadre-prof_lib","aucun","Plutot facile",4,13,13
"BAC+2","Dificile","Femme","employe","employe","aucun","Plutot dificile",2,30,61
"BAC","Dificile","Femme","employe","prof_interm","aucun","Plutot dificile",1,3,3
"BAC+2","Dificile","Femme","ing-cadre-prof_lib","prof_interm","aucun","Plutot dificile",1,50,50
">=BAC+3","Facile","Femme","ouvrir","employe","aucun","Plutot facile",2,0,0
"BAC+2","Facile","Homme","ouvrir",NA,"aucun","Plutot facile",0,6,15
"BAC+2","Dificile","Femme",NA,"employe","aucun","Plutot dificile",2,30,NA
"BAC+2","Facile","Homme","ing-cadre-prof_lib","employe","aucun","Plutot facile",2,0,0
">=BAC+3","Dificile","Homme","ing-cadre-prof_lib","ing-cadre-prof_lib","un","Plutot dificile",3,0,77
"BAC+2","Facile","Homme","ouvrir","ouvrir","aucun","Plutot facile",2,0,22
"BAC+2","Facile","Homme","artis-commerc","ing-cadre-prof_lib","aucun","Plutot dificile",1,2,2
">=BAC+3","Dificile","Femme","ouvrir","ouvrir","aucun","Plutot dificile",1,0,NA
">=BAC+3","Facile","Homme","ing-cadre-prof_lib","ing-cadre-prof_lib","aucun","Plutot facile",3,0,2
">=BAC+3","Facile","Homme","ing-cadre-prof_lib","employe","un","Plutot facile",6,4,39
"BAC+2","Facile","Femme","ing-cadre-prof_lib","employe","aucun","Tres facile",3,2,2
">=BAC+3","Facile","Homme","artis-commerc","employe","aucun","Plutot dificile",0,3,3
">=BAC+3","Facile","Femme","artis-commerc","ing-cadre-prof_lib","un","Plutot dificile",6,0,0
">=BAC+3","Facile","Femme","ouvrir","prof_interm","aucun","Plutot facile",3,0,NA
">=BAC+3","Facile","Femme","employe","employe","aucun","Plutot facile",5,0,8
">=BAC+3","Facile","Homme","employe",NA,"un","Plutot facile",2,5,35
">=BAC+3","Facile","Homme","ing-cadre-prof_lib",NA,"un","Plutot facile",4,12,27
">=BAC+3","Facile","Homme",NA,NA,"aucun","Plutot dificile",2,0,0
">=BAC+3","Facile","Femme","ing-cadre-prof_lib","employe","un","Tres dificile",0,4,54
">=BAC+3","Facile","Homme","ing-cadre-prof_lib","ing-cadre-prof_lib","aucun","Plutot facile",0,0,18
"BAC+2","Facile","Homme","ouvrir","employe","aucun","Plutot dificile",0,10,23
">=BAC+3","Facile","Femme","ing-cadre-prof_lib","ing-cadre-prof_lib","aucun","Plutot dificile",3,4,69
">=BAC+3","Facile","Homme","employe","ing-cadre-prof_lib","plusieurs","Plutot facile",2,0,16
">=BAC+3","Facile","Homme","ouvrir",NA,"plusieurs","Plutot facile",0,10,10
">=BAC+3","Facile","Femme",NA,"employe","aucun","Plutot facile",4,8,20
">=BAC+3","Facile","Homme","prof_interm","employe","aucun","Tres dificile",3,22,22
">=BAC+3","Facile","Homme","ouvrir",NA,"aucun","Plutot dificile",1,1,47
">=BAC+3","Facile","Homme","prof_interm",NA,"plusieurs","Plutot facile",0,0,27
">=BAC+3","Dificile","Homme","employe","employe","aucun","Tres dificile",3,55,67
">=BAC+3","Facile","Homme","ing-cadre-prof_lib","ing-cadre-prof_lib","plusieurs","Plutot facile",4,0,72
">=BAC+3","Facile","Femme","ing-cadre-prof_lib","employe","un","Tres facile",6,0,28
">=BAC+3","Facile","Femme","ing-cadre-prof_lib","employe","un","Plutot dificile",0,0,36
">=BAC+3","Facile","Femme","agric","ing-cadre-prof_lib","plusieurs","Plutot facile",2,0,0
">=BAC+3","Facile","Femme","ing-cadre-prof_lib","ing-cadre-prof_lib","aucun","Plutot facile",0,0,0
">=BAC+3","Facile","Homme","ing-cadre-prof_lib","employe","plusieurs","Plutot facile",0,0,0
">=BAC+3","Facile","Femme","ing-cadre-prof_lib","prof_interm","plusieurs","Plutot facile",2,0,0
"BAC+2","Dificile","Homme","employe","employe","aucun","Plutot dificile",0,0,NA
"BAC","Dificile","Homme","ouvrir","employe","aucun","Plutot dificile",0,7,48
"BAC","Dificile","Homme","employe","employe","aucun","Plutot facile",0,42,NA
"BAC+2","Facile","Homme","ing-cadre-prof_lib","employe","aucun","Tres facile",1,0,0
"BAC","Dificile","Homme","ing-cadre-prof_lib","ing-cadre-prof_lib","aucun","Plutot facile",0,3,NA
"BAC+2","Dificile","Homme","ing-cadre-prof_lib","employe","aucun","Plutot dificile",2,2,71
"BAC","Facile","Femme","employe","employe","aucun","Plutot dificile",0,0,0
"BAC","Dificile","Homme","ing-cadre-prof_lib","employe","aucun","Plutot facile",0,0,4
"BAC","Facile","Homme","artis-commerc","employe","aucun","Plutot dificile",0,0,0
"BAC","Facile","Femme","ouvrir","employe","aucun","Plutot dificile",0,0,0
"BAC","Facile","Homme","artis-commerc","employe","aucun","Plutot dificile",0,16,16
">=BAC+3","Facile","Femme",NA,"employe","aucun","Plutot dificile",2,0,15
"BAC+2","Facile","Homme",NA,"employe","aucun","Plutot dificile",5,0,49
"BAC","Facile","Homme","artis-commerc","ouvrir","aucun","Plutot dificile",0,0,8
">=BAC+3","Facile","Femme","agric","employe","aucun","Tres dificile",1,0,NA
">=BAC+3","Facile","Homme","ing-cadre-prof_lib","employe","aucun","Plutot facile",6,0,80
">=BAC+3","Facile","Homme","ing-cadre-prof_lib","ing-cadre-prof_lib","plusieurs","Plutot facile",0,0,0
"BAC","Facile","Homme",NA,"artis-commerc","aucun","Plutot dificile",0,0,10
"BAC+2","Facile","Homme","ouvrir","prof_interm","aucun","Plutot facile",4,0,0
">=BAC+3","Facile","Femme","employe","prof_interm","aucun","Tres facile",6,0,0
"BAC+2","Facile","Homme","NSP",NA,"aucun","Tres facile",NA,2,2
">=BAC+3","Facile","Homme","ing-cadre-prof_lib","ing-cadre-prof_lib","plusieurs","Plutot dificile",2,0,0
">=BAC+3","Facile","Femme",NA,"prof_interm","aucun","Plutot dificile",5,14,35
">=BAC+3","Facile","Homme","ing-cadre-prof_lib","ing-cadre-prof_lib","aucun","Plutot facile",3,0,0
">=BAC+3","Facile","Femme","prof_interm","prof_interm","aucun","Plutot facile",5,0,19
"BAC","Facile","Femme","ing-cadre-prof_lib","ing-cadre-prof_lib","aucun","Plutot facile",0,2,77
"BAC","Facile","Femme","employe","ing-cadre-prof_lib","aucun","Tres facile",0,1,1
">=BAC+3","Facile","Homme",NA,"ing-cadre-prof_lib","aucun","Plutot facile",6,0,36
"BAC","Facile","Homme","artis-commerc","employe","aucun","Plutot facile",0,0,0
">=BAC+3","Dificile","Femme","ing-cadre-prof_lib","ing-cadre-prof_lib","aucun","Plutot facile",2,5,77
">=BAC+3","Facile","Femme",NA,"employe","aucun","Tres facile",6,5,39
"BAC+2","Facile","Homme","employe","employe","aucun","Plutot dificile",1,3,30
">=BAC+3","Facile","Femme","ing-cadre-prof_lib","ing-cadre-prof_lib","aucun","Plutot facile",0,0,0
">=BAC+3","Dificile","Femme","ing-cadre-prof_lib","ing-cadre-prof_lib","aucun","Plutot facile",0,0,0
">=BAC+3","Facile","Homme","ing-cadre-prof_lib","ing-cadre-prof_lib","aucun","Plutot dificile",2,0,NA
">=BAC+3","Facile","Homme","ouvrir","ing-cadre-prof_lib","plusieurs","Plutot facile",0,4,NA
">=BAC+3","Facile","Homme","ing-cadre-prof_lib",NA,"aucun","Plutot facile",3,3,3
">=BAC+3","Facile","Homme","ing-cadre-prof_lib","prof_interm","aucun","Plutot dificile",0,0,0
">=BAC+3","Facile","Femme","ing-cadre-prof_lib","ouvrir","plusieurs","Plutot facile",2,0,11
">=BAC+3","Facile","Homme","artis-commerc","ing-cadre-prof_lib","aucun","Tres facile",4,0,0
">=BAC+3","Facile","Homme","ing-cadre-prof_lib","ing-cadre-prof_lib","un","Plutot dificile",2,1,NA
">=BAC+3","Facile","Femme","ing-cadre-prof_lib","employe","aucun","Plutot dificile",3,0,NA
">=BAC+3","Dificile","Femme","ing-cadre-prof_lib","employe","plusieurs","Tres dificile",1,0,0
"BAC+2","Facile","Femme","ing-cadre-prof_lib","employe","aucun","Plutot dificile",0,0,NA
">=BAC+3","Facile","Femme","ing-cadre-prof_lib","ing-cadre-prof_lib","aucun","Plutot dificile",3,4,NA
">=BAC+3","Facile","Femme","ing-cadre-prof_lib","ing-cadre-prof_lib","plusieurs","Plutot dificile",0,0,21
">=BAC+3","Facile","Femme","NSP","NSP","aucun","Plutot dificile",3,13,13
">=BAC+3","Facile","Homme","ing-cadre-prof_lib","ing-cadre-prof_lib","aucun","Plutot dificile",3,0,10
">=BAC+3","Facile","Homme","ing-cadre-prof_lib","prof_interm","aucun","Plutot facile",3,0,0
">=BAC+3","Facile","Homme","ing-cadre-prof_lib","ing-cadre-prof_lib","aucun","Tres facile",1,0,2
">=BAC+3","Facile","Femme","employe","ing-cadre-prof_lib","plusieurs","Plutot dificile",1,3,3
"BAC+2","Facile","Femme","prof_interm","prof_interm","aucun","Plutot dificile",NA,0,NA
"BAC","Facile","Homme","NSP","NSP","aucun","Plutot facile",0,9,36
">=BAC+3","Facile","Homme","artis-commerc",NA,"plusieurs","Plutot facile",4,3,3
">=BAC+3","Dificile","Femme","ing-cadre-prof_lib","ing-cadre-prof_lib","aucun","Plutot dificile",5,64,64
">=BAC+3","Facile","Femme","employe","employe","plusieurs","Plutot facile",4,7,81
">=BAC+3","Facile","Homme",NA,"ing-cadre-prof_lib","plusieurs","Tres facile",3,0,14
"BAC+2","Dificile","Femme","ouvrir","ouvrir","aucun","Plutot facile",1,24,31
"BAC+2","Facile","Homme","ing-cadre-prof_lib","ing-cadre-prof_lib","aucun","Plutot facile",NA,5,8
"BAC","Dificile","Femme","ouvrir","ouvrir","aucun","Plutot dificile",0,2,42
"BAC","Dificile","Femme","ing-cadre-prof_lib",NA,"aucun","Tres dificile",3,39,50
">=BAC+3","Facile","Homme",NA,"ing-cadre-prof_lib","un","Plutot dificile",5,0,23
">=BAC+3","Facile","Femme","artis-commerc","ing-cadre-prof_lib","aucun","Plutot facile",4,0,0
">=BAC+3","Facile","Homme","ing-cadre-prof_lib",NA,"aucun","Plutot facile",6,2,2
">=BAC+3","Facile","Homme","ouvrir","ing-cadre-prof_lib","un","Plutot dificile",4,1,1
">=BAC+3","Facile","Homme","artis-commerc","artis-commerc","plusieurs","Plutot dificile",4,0,0
">=BAC+3","Facile","Femme","ing-cadre-prof_lib","ing-cadre-prof_lib","un","Plutot facile",1,0,7
">=BAC+3","Facile","Femme","ing-cadre-prof_lib","employe","un","Plutot dificile",2,4,6
">=BAC+3","Facile","Homme","ing-cadre-prof_lib","employe","un","Plutot dificile",4,8,8
">=BAC+3","Facile","Homme","artis-commerc","artis-commerc","un","Plutot facile",3,3,80
">=BAC+3","Facile","Homme","prof_interm","prof_interm","un","Plutot dificile",2,4,31
"BAC+2","Facile","Femme","agric","employe","aucun","Plutot facile",NA,10,13
"BAC","Facile","Femme","prof_interm","NSP","aucun","Plutot facile",NA,13,13
">=BAC+3","Facile","Femme",NA,"prof_interm","aucun","Plutot facile",3,0,21
">=BAC+3","Facile","Femme","artis-commerc","employe","un","Plutot dificile",5,0,0
">=BAC+3","Facile","Femme","ing-cadre-prof_lib","ing-cadre-prof_lib","aucun","Plutot facile",5,5,11
">=BAC+3","Facile","Femme","ing-cadre-prof_lib","employe","aucun","Plutot dificile",4,0,0
">=BAC+3","Facile","Femme","prof_interm","prof_interm","plusieurs","Plutot dificile",4,0,12
">=BAC+3","Facile","Homme","agric","ing-cadre-prof_lib","un","Plutot facile",NA,0,2
">=BAC+3","Dificile","Homme","ing-cadre-prof_lib","employe","plusieurs","Plutot facile",5,5,NA
">=BAC+3","Facile","Femme","ing-cadre-prof_lib","artis-commerc","plusieurs","Tres facile",4,0,4
">=BAC+3","Facile","Homme","artis-commerc","ing-cadre-prof_lib","plusieurs","Tres dificile",6,0,0
">=BAC+3","Facile","Femme","employe","employe","un","Plutot dificile",NA,0,0
">=BAC+3","Facile","Femme","ing-cadre-prof_lib","ing-cadre-prof_lib","plusieurs","Tres dificile",2,0,21
">=BAC+3","Facile","Femme","artis-commerc","artis-commerc","un","Plutot facile",3,2,18
">=BAC+3","Facile","Homme","ing-cadre-prof_lib","employe","un","Plutot dificile",2,1,25
">=BAC+3","Dificile","Femme","artis-commerc","employe","aucun","Tres dificile",0,12,12
">=BAC+3","Facile","Femme","ing-cadre-prof_lib","ing-cadre-prof_lib","plusieurs","Plutot facile",2,4,17
">=BAC+3","Facile","Femme","artis-commerc","ing-cadre-prof_lib","aucun","Plutot facile",4,14,44
">=BAC+3","Facile","Homme","artis-commerc","employe","un","Plutot dificile",3,0,0
">=BAC+3","Facile","Femme","prof_interm","employe","un","Plutot dificile",NA,1,1
">=BAC+3","Facile","Femme","artis-commerc","artis-commerc","aucun","Plutot dificile",2,11,16
">=BAC+3","Facile","Homme","ouvrir","ouvrir","plusieurs","Tres facile",NA,0,7
"BAC+2","Facile","Femme","prof_interm","employe","aucun","Tres facile",NA,0,0
"BAC+2","Facile","Homme","agric","artis-commerc","aucun","Plutot dificile",0,0,48
"BAC","Facile","Femme","artis-commerc","employe","aucun","Plutot dificile",1,0,0
">=BAC+3","Facile","Homme","ing-cadre-prof_lib","employe","un","Plutot facile",3,0,11
">=BAC+3","Facile","Homme","ing-cadre-prof_lib","employe","un","Plutot facile",NA,1,1
">=BAC+3","Facile","Femme","prof_interm","employe","aucun","Plutot dificile",NA,0,16
"BAC+2","Facile","Femme","prof_interm","employe","plusieurs","Tres facile",4,4,10
">=BAC+3","Facile","Homme","ing-cadre-prof_lib","employe","plusieurs","Plutot dificile",4,5,60
">=BAC+3","Dificile","Homme","ing-cadre-prof_lib","ing-cadre-prof_lib","plusieurs","Plutot facile",4,18,18
">=BAC+3","Facile","Femme","ing-cadre-prof_lib","ing-cadre-prof_lib","un","Plutot facile",4,0,15
">=BAC+3","Facile","Homme","employe","employe","aucun","Plutot facile",NA,9,9
">=BAC+3","Facile","Femme","ing-cadre-prof_lib","ouvrir","plusieurs","Plutot facile",NA,1,1
">=BAC+3","Facile","Homme",NA,"prof_interm","aucun","Plutot facile",NA,0,0
">=BAC+3","Facile","Homme","prof_interm",NA,"un","Plutot facile",4,9,9
"BAC+2","Facile","Homme","ing-cadre-prof_lib","ing-cadre-prof_lib","aucun","Plutot facile",1,2,44
">=BAC+3","Facile","Homme","artis-commerc","employe","un","Plutot dificile",3,8,8
">=BAC+3","Facile","Homme","ing-cadre-prof_lib","employe","plusieurs","Plutot dificile",2,2,2
">=BAC+3","Facile","Homme","ing-cadre-prof_lib","prof_interm","plusieurs","Plutot facile",4,3,20
"BAC+2","Facile","Femme","agric","employe","un","Plutot dificile",NA,0,45
">=BAC+3","Facile","Homme","ing-cadre-prof_lib","artis-commerc","plusieurs","Plutot facile",6,0,0
">=BAC+3","Facile","Homme","prof_interm","employe","plusieurs","Plutot facile",6,0,7
"BAC+2","Facile","Homme","artis-commerc","employe","aucun","Plutot dificile",1,0,25
">=BAC+3","Facile","Femme",NA,"employe","un","Plutot facile",2,0,0
"BAC+2","Facile","Homme","ing-cadre-prof_lib","employe","un","Plutot dificile",4,0,0
"BAC+2","Facile","Homme","ouvrir",NA,"aucun","Plutot dificile",0,2,39
">=BAC+3","Dificile","Homme","ouvrir","employe","aucun","Tres dificile",NA,8,7
">=BAC+3","Facile","Homme","employe","employe","aucun","Plutot dificile",4,0,10
">=BAC+3","Facile","Homme","ing-cadre-prof_lib","employe","plusieurs","Plutot facile",1,0,0
">=BAC+3","Facile","Homme","prof_interm","NSP","plusieurs","Plutot dificile",2,11,24
">=BAC+3","Facile","Femme","artis-commerc","employe","un","Plutot facile",4,6,6
">=BAC+3","Facile","Homme","ing-cadre-prof_lib","ing-cadre-prof_lib","un","Plutot facile",4,0,32
">=BAC+3","Dificile","Femme","agric","prof_interm","un","Plutot dificile",0,5,27
">=BAC+3","Facile","Homme","ing-cadre-prof_lib","ing-cadre-prof_lib","plusieurs","Plutot facile",4,0,25
">=BAC+3","Facile","Homme","artis-commerc","artis-commerc","un","Plutot facile",NA,0,0
">=BAC+3","Facile","Homme","ing-cadre-prof_lib","employe","un","Plutot dificile",2,3,3
">=BAC+3","Facile","Homme","agric","employe","un","Plutot dificile",5,3,3
">=BAC+3","Facile","Homme",NA,"ing-cadre-prof_lib","aucun","Plutot facile",3,16,16
">=BAC+3","Facile","Homme","ing-cadre-prof_lib","ouvrir","un","Plutot dificile",2,0,0
">=BAC+3","Facile","Homme","prof_interm","NSP","plusieurs","Plutot facile",0,0,23
">=BAC+3","Facile","Homme","employe","employe","un","Plutot facile",2,6,6
">=BAC+3","Facile","Homme","ing-cadre-prof_lib","ing-cadre-prof_lib","plusieurs","Tres facile",3,0,0
">=BAC+3","Facile","Femme","ing-cadre-prof_lib","prof_interm","plusieurs","Plutot dificile",4,0,17
">=BAC+3","Facile","Homme","ing-cadre-prof_lib","ing-cadre-prof_lib","plusieurs","Plutot facile",5,0,15
">=BAC+3","Facile","Homme","ing-cadre-prof_lib","ing-cadre-prof_lib","un","Plutot facile",2,0,0
">=BAC+3","Facile","Homme","artis-commerc","ing-cadre-prof_lib","un","Plutot dificile",4,0,3
">=BAC+3","Facile","Homme","ing-cadre-prof_lib",NA,"plusieurs","Plutot dificile",2,0,0
">=BAC+3","Facile","Homme","employe","employe","aucun","Plutot facile",3,1,1
">=BAC+3","Facile","Femme","ing-cadre-prof_lib","ing-cadre-prof_lib","aucun","Plutot dificile",NA,0,4
">=BAC+3","Facile","Homme","ing-cadre-prof_lib","employe","plusieurs","Plutot facile",4,0,0
">=BAC+3","Facile","Homme","ouvrir","ouvrir","un","Plutot dificile",4,6,29
">=BAC+3","Facile","Homme","ing-cadre-prof_lib","ing-cadre-prof_lib","plusieurs","Plutot dificile",3,1,1
">=BAC+3","Facile","Homme","employe","ouvrir","plusieurs","Plutot facile",5,0,0
">=BAC+3","Facile","Homme","ing-cadre-prof_lib","artis-commerc","aucun","Plutot facile",6,0,20
">=BAC+3","Facile","Homme","artis-commerc","employe","un","Plutot facile",1,0,0
">=BAC+3","Facile","Homme","ing-cadre-prof_lib","employe","un","Plutot facile",2,0,0
">=BAC+3","Facile","Homme","ing-cadre-prof_lib","ing-cadre-prof_lib","un","Tres facile",2,0,0
">=BAC+3","Facile","Homme","artis-commerc","artis-commerc","aucun","Plutot dificile",3,0,0
">=BAC+3","Facile","Homme","ing-cadre-prof_lib","employe","un","Plutot facile",2,0,0
">=BAC+3","Facile","Femme","ing-cadre-prof_lib","employe","un","Plutot facile",3,0,0
">=BAC+3","Facile","Homme","ing-cadre-prof_lib","ing-cadre-prof_lib","plusieurs","Tres facile",3,9,9
">=BAC+3","Facile","Homme","ouvrir","employe","un","Plutot facile",2,0,0
">=BAC+3","Facile","Femme",NA,"ing-cadre-prof_lib","aucun","Plutot facile",4,0,0
">=BAC+3","Facile","Homme","ing-cadre-prof_lib","employe","aucun","Tres facile",2,2,2
">=BAC+3","Facile","Femme","prof_interm","employe","un","Plutot facile",4,0,24
">=BAC+3","Dificile","Homme","prof_interm","ing-cadre-prof_lib","un","Plutot dificile",3,2,54
">=BAC+3","Facile","Homme","artis-commerc",NA,"aucun","Plutot facile",5,0,7
">=BAC+3","Facile","Homme","artis-commerc","prof_interm","plusieurs","Plutot facile",3,2,22
">=BAC+3","Facile","Homme","ing-cadre-prof_lib","employe","un","Plutot facile",2,3,3
