"diplome_r","Delai_r","sexe_r","StatutP_r","StatutM_r","Conseil_r","Diff2_r","Exppro_r","Abs1_r","Abs2_r"
"CAP","Dificile","Femme","employe","employe","aucun","Tres dificile",2,NA,NA
"CAP","Facile","Homme","employe","employe","aucun","Plutot facile",2,0,0
"CAP","Facile","Homme","ing-cadre-prof_lib","employe","aucun","Plutot facile",1,8,26
"BAC","Dificile","Femme","ing-cadre-prof_lib","employe","aucun","Plutot facile",0,7,63
"CAP","Facile","Homme","prof_interm","ouvrir","aucun","Plutot facile",1,0,70
"CAP","Facile","Homme","ing-cadre-prof_lib","ouvrir","aucun","Plutot facile",2,0,NA
"BAC","Facile","Femme","employe","employe","aucun","Plutot dificile",0,0,4
"BAC","Facile","Femme","prof_interm","ouvrir","aucun","Plutot facile",0,0,61
"BAC","Facile","Homme","ouvrir","employe","aucun","Plutot dificile",2,2,30
"CAP","Facile","Femme","ouvrir","employe","aucun","Plutot facile",4,0,0
"BAC","Dificile","Femme","employe","employe","un","Plutot dificile",5,3,3
"BAC+2","Facile","Homme","prof_interm","ouvrir","aucun","Plutot facile",1,0,4
"Aucun","Facile","Homme",NA,"employe","aucun","Plutot facile",2,3,40
"CAP","Dificile","Femme","ouvrir",NA,"aucun","Plutot dificile",1,19,19
"BAC","Dificile","Homme","ing-cadre-prof_lib","employe","aucun","Plutot facile",0,26,NA
"BAC","Facile","Homme",NA,"ing-cadre-prof_lib","aucun","Plutot dificile",0,0,0
"CAP","Facile","Homme","prof_interm","NSP","aucun","Plutot facile",0,0,13
"BAC+2","Facile","Femme","ouvrir",NA,"un","Tres facile",2,0,14
"BAC","Dificile","Homme","employe","ouvrir","aucun","Plutot facile",1,0,NA
"BAC+2","Facile","Femme",NA,"ouvrir","aucun","Plutot facile",2,1,7
"BAC","Dificile","Homme","ouvrir","ouvrir","aucun","Plutot dificile",0,0,29
"BAC+2","Facile","Femme","prof_interm","prof_interm","aucun","Plutot facile",1,7,7
"Aucun","Dificile","Femme","ouvrir","employe","aucun","Plutot dificile",0,26,26
"Aucun","Facile","Homme","employe","ing-cadre-prof_lib","aucun","Plutot facile",0,0,NA
"Aucun","Facile","Femme","NSP",NA,"aucun","Plutot facile",0,2,2
"BAC","Facile","Homme","ouvrir","ing-cadre-prof_lib","aucun","Plutot facile",4,0,0
"BAC+2","Facile","Homme","ing-cadre-prof_lib","prof_interm","un","Plutot facile",1,0,16
"BAC","Facile","Homme","ouvrir","ouvrir","aucun","Plutot dificile",4,0,3
"BAC+2","Dificile","Femme","ouvrir","ouvrir","aucun","Tres dificile",0,0,82
"BAC","Facile","Femme","ouvrir","employe","aucun","Plutot facile",1,1,37
"BAC+2","Facile","Homme","ouvrir","employe","plusieurs","Plutot dificile",1,7,43
"BAC+2","Facile","Homme","artis-commerc","employe","un","Plutot dificile",2,0,0
"BAC+2","Facile","Femme","ouvrir",NA,"aucun","Tres facile",0,0,8
"BAC","Facile","Femme","ouvrir","ing-cadre-prof_lib","aucun","Tres facile",2,0,0
"BAC+2","Facile","Homme","prof_interm","employe","aucun","Plutot dificile",0,2,5
"BAC+2","Facile","Homme","artis-commerc","artis-commerc","aucun","Plutot facile",1,3,81
"BAC+2","Facile","Femme","ouvrir","employe","aucun","Plutot dificile",3,3,85
"BAC+2","Facile","Femme","employe","employe","aucun","Plutot facile",4,0,9
"BAC+2","Facile","Homme","artis-commerc","ing-cadre-prof_lib","un","Plutot dificile",2,8,27
"BAC+2","Dificile","Femme","agric",NA,"aucun","Plutot dificile",0,6,NA
"CAP","Facile","Femme",NA,"employe","aucun","Plutot facile",1,16,20
"CAP","Dificile","Femme","artis-commerc","employe","aucun","Plutot dificile",0,3,NA
"CAP","Facile","Homme","ouvrir",NA,"aucun","Plutot dificile",0,6,30
"BAC","Dificile","Femme","artis-commerc","employe","aucun","Plutot facile",0,12,61
"Aucun","Dificile","Homme","ouvrir","ouvrir","aucun","Plutot facile",2,11,70
"CAP","Facile","Femme","artis-commerc","ouvrir","aucun","Plutot facile",1,7,11
"BAC","Dificile","Homme","ouvrir","employe","aucun","Plutot dificile",1,0,0
"Aucun","Facile","Homme","artis-commerc","employe","aucun","Plutot facile",0,5,5
"BAC","Facile","Femme","ouvrir","ouvrir","aucun","Plutot dificile",2,0,34
"BAC","Facile","Homme","ouvrir","ouvrir","aucun","Tres dificile",1,0,0
"Aucun","Dificile","Femme","NSP","employe","aucun","Plutot dificile",4,34,52
"CAP","Facile","Homme","employe","ouvrir","aucun","Plutot facile",1,3,6
"Aucun","Dificile","Femme","NSP","NSP","aucun","Plutot facile",0,2,4
"BAC+2","Facile","Homme","agric","NSP","aucun","Plutot dificile",2,7,11
"BAC","Facile","Femme","ouvrir","ouvrir","aucun","Plutot facile",4,16,NA
"Aucun","Facile","Femme","NSP","ing-cadre-prof_lib","aucun","Tres dificile",0,3,3
"BAC+2","Facile","Homme","ing-cadre-prof_lib","employe","aucun","Plutot facile",2,11,71
"BAC+2","Facile","Homme","artis-commerc","employe","aucun","Plutot facile",1,1,1
"BAC+2","Facile","Femme","ing-cadre-prof_lib","NSP","aucun","Plutot dificile",6,0,55
"BAC","Dificile","Femme","ing-cadre-prof_lib","ing-cadre-prof_lib","aucun","Tres dificile",3,2,45
"BAC+2","Facile","Femme","artis-commerc","employe","aucun","Plutot dificile",3,0,22
"BAC","Dificile","Femme","ouvrir","employe","un","Plutot dificile",5,13,48
"BAC+2","Dificile","Homme","ing-cadre-prof_lib","NSP","aucun","Tres dificile",6,6,NA
"BAC+2","Facile","Femme","ouvrir",NA,"aucun","Plutot facile",2,11,11
"BAC+2","Facile","Femme","ing-cadre-prof_lib","employe","aucun","Plutot dificile",4,4,54
"CAP","Facile","Homme","ing-cadre-prof_lib","ing-cadre-prof_lib","aucun","Plutot dificile",0,0,17
"BAC","Dificile","Femme","NSP","NSP","aucun","Plutot facile",4,3,NA
"Aucun","Dificile","Homme","artis-commerc","employe","un","Plutot facile",0,0,74
"CAP","Facile","Femme","prof_interm","ing-cadre-prof_lib","aucun","Plutot dificile",2,12,16
"BAC","Dificile","Homme","ouvrir","ouvrir","aucun","Plutot dificile",3,0,45
"BAC+2","Dificile","Femme","employe","employe","plusieurs","Plutot dificile",2,6,NA
"BAC+2","Facile","Femme","artis-commerc","ing-cadre-prof_lib","aucun","Plutot facile",1,9,14
"BAC+2","Facile","Femme","ouvrir","employe","aucun","Tres dificile",1,0,59
"Aucun","Dificile","Femme","NSP","NSP","aucun","Plutot dificile",0,52,52
"BAC","Dificile","Femme","ing-cadre-prof_lib","NSP","aucun","Plutot facile",0,48,70
"BAC","Facile","Homme","ing-cadre-prof_lib","ing-cadre-prof_lib","un","Tres facile",4,2,71
"Aucun","Facile","Homme","artis-commerc","employe","aucun","Plutot dificile",0,2,42
"Aucun","Dificile","Femme","employe","employe","aucun","Plutot dificile",0,60,74
"Aucun","Dificile","Homme","ouvrir","employe","aucun","Plutot dificile",0,50,53
"Aucun","Dificile","Homme","artis-commerc","ing-cadre-prof_lib","aucun","Plutot facile",2,12,NA
"Aucun","Dificile","Homme","artis-commerc","employe","aucun","Plutot dificile",1,0,71
"CAP","Dificile","Femme","ouvrir",NA,"un","Tres dificile",2,NA,NA
"CAP","Dificile","Femme",NA,"ouvrir","aucun","Plutot facile",0,0,33
"CAP","Facile","Homme","employe","employe","aucun","Tres dificile",2,8,8
"Aucun","Facile","Homme","employe","employe","aucun","Plutot dificile",0,5,66
"BAC","Dificile","Femme","ouvrir",NA,"aucun","Plutot dificile",0,NA,NA
"Aucun","Dificile","Femme","prof_interm","employe","aucun","Plutot facile",0,12,NA
"Aucun","Dificile","Homme","ouvrir","employe","aucun","Plutot dificile",2,0,36
"Aucun","Facile","Homme","ing-cadre-prof_lib","employe","aucun","Tres dificile",0,3,3
"BAC","Facile","Homme","ouvrir","ouvrir","aucun","Plutot dificile",6,0,0
"BAC","Facile","Homme","ouvrir","employe","aucun","Plutot facile",4,0,0
"BAC","Facile","Homme","employe","employe","aucun","Plutot facile",0,0,19
"BAC","Facile","Homme",NA,"employe","aucun","Plutot dificile",5,2,2
"Aucun","Facile","Homme","employe","employe","aucun","Tres facile",0,0,0
"BAC","Facile","Homme","artis-commerc","employe","un","Plutot dificile",2,0,0
"Aucun","Dificile","Homme","ing-cadre-prof_lib","employe","aucun","Plutot dificile",0,2,12
"BAC","Facile","Femme","ing-cadre-prof_lib","employe","aucun","Plutot dificile",3,0,NA
"BAC","Dificile","Femme","ouvrir","ouvrir","aucun","Plutot facile",4,31,NA
"BAC","Dificile","Femme","employe",NA,"plusieurs","Plutot dificile",1,39,39
"BAC+2","Facile","Femme","ouvrir","employe","aucun","Plutot dificile",3,0,0
"BAC","Dificile","Homme","ing-cadre-prof_lib","ing-cadre-prof_lib","aucun","Plutot facile",0,0,0
"BAC","Dificile","Femme","employe",NA,"aucun","Tres dificile",5,64,NA
"BAC+2","Dificile","Homme","ing-cadre-prof_lib","ing-cadre-prof_lib","aucun","Tres dificile",1,21,37
"CAP","Dificile","Femme",NA,"employe","aucun","Plutot dificile",3,63,NA
"Aucun","Facile","Femme","ing-cadre-prof_lib","employe","un","Plutot facile",0,0,49
"BAC+2","Facile","Homme","ing-cadre-prof_lib","prof_interm","aucun","Plutot facile",5,2,2
"BAC+2","Facile","Homme","employe","employe","aucun","Plutot dificile",0,2,6
"BAC","Facile","Femme",NA,"employe","aucun","Plutot dificile",4,4,4
"CAP","Dificile","Femme",NA,"employe","aucun","Tres dificile",2,0,0
"BAC+2","Facile","Homme","employe","employe","aucun","Plutot facile",2,2,24
"Aucun","Dificile","Homme",NA,"employe","aucun","Plutot dificile",1,NA,NA
"Aucun","Dificile","Homme","artis-commerc","employe","aucun","Plutot facile",0,31,76
"BAC","Dificile","Homme","ouvrir","employe","aucun","Plutot dificile",1,0,50
"BAC","Facile","Femme","prof_interm","employe","aucun","Plutot dificile",1,2,28
"BAC+2","Facile","Homme","agric","ing-cadre-prof_lib","aucun","Plutot facile",2,0,3
"BAC+2","Facile","Homme","ing-cadre-prof_lib","employe","aucun","Tres dificile",5,0,32
"BAC+2","Facile","Homme","ing-cadre-prof_lib","employe","aucun","Plutot facile",0,2,2
"BAC+2","Facile","Homme","employe","ing-cadre-prof_lib","aucun","Plutot facile",3,4,28
"BAC+2","Facile","Femme","ing-cadre-prof_lib","prof_interm","un","Plutot facile",2,3,3
"BAC+2","Facile","Femme","ing-cadre-prof_lib","ing-cadre-prof_lib","aucun","Plutot dificile",3,0,29
">=BAC+3","Facile","Femme","ouvrir","employe","aucun","Plutot facile",1,2,20
"BAC+2","Dificile","Femme","ing-cadre-prof_lib","prof_interm","un","Plutot dificile",1,8,NA
">=BAC+3","Facile","Femme","artis-commerc","employe","aucun","Plutot facile",4,0,0
"BAC+2","Facile","Homme","ing-cadre-prof_lib","employe","aucun","Tres facile",1,0,12
">=BAC+3","Facile","Homme","employe","ing-cadre-prof_lib","un","Plutot facile",4,0,0
"BAC+2","Facile","Homme","ing-cadre-prof_lib",NA,"plusieurs","Plutot facile",3,0,NA
"BAC+2","Facile","Homme","ing-cadre-prof_lib","ing-cadre-prof_lib","aucun","Plutot dificile",NA,9,9
">=BAC+3","Facile","Femme","ing-cadre-prof_lib",NA,"aucun","Plutot facile",0,0,62
"BAC+2","Facile","Homme","ing-cadre-prof_lib","employe","aucun","Plutot facile",1,6,6
">=BAC+3","Facile","Femme","ing-cadre-prof_lib","prof_interm","plusieurs","Plutot facile",2,2,2
"BAC+2","Dificile","Homme","ing-cadre-prof_lib","ing-cadre-prof_lib","aucun","Plutot facile",2,2,40
"BAC+2","Facile","Homme","prof_interm","artis-commerc","aucun","Plutot facile",0,2,2
">=BAC+3","Facile","Homme","ing-cadre-prof_lib","ing-cadre-prof_lib","aucun","Plutot dificile",0,0,25
">=BAC+3","Dificile","Homme","employe","employe","aucun","Plutot facile",4,27,27
"BAC+2","Facile","Femme","ing-cadre-prof_lib","ing-cadre-prof_lib","aucun","Plutot facile",0,0,0
">=BAC+3","Facile","Homme","employe","employe","aucun","Plutot facile",5,3,3
"BAC+2","Facile","Femme",NA,"ing-cadre-prof_lib","aucun","Plutot facile",3,0,25
"BAC+2","Facile","Femme",NA,"employe","aucun","Plutot facile",4,4,4
">=BAC+3","Facile","Homme","ing-cadre-prof_lib","NSP","aucun","Plutot facile",0,0,0
"BAC+2","Facile","Homme","employe","ing-cadre-prof_lib","aucun","Plutot dificile",3,0,25
"BAC+2","Facile","Femme","employe","ing-cadre-prof_lib","aucun","Plutot facile",0,0,42
"BAC+2","Facile","Homme","employe","employe","aucun","Plutot facile",1,14,77
"BAC","Facile","Homme","ouvrir","NSP","aucun","Plutot facile",0,0,27
"BAC+2","Facile","Homme","artis-commerc","prof_interm","aucun","Plutot dificile",3,0,0
"BAC","Facile","Homme","ouvrir","ouvrir","aucun","Plutot dificile",1,6,78
"BAC","Facile","Homme","ouvrir","ing-cadre-prof_lib","aucun","Plutot facile",3,0,0
"BAC","Facile","Femme","artis-commerc","ing-cadre-prof_lib","aucun","Plutot facile",4,0,36
"BAC+2","Facile","Homme","ouvrir","prof_interm","plusieurs","Plutot dificile",3,0,58
"BAC","Facile","Homme","agric","agric","aucun","Plutot facile",0,2,37
"BAC","Dificile","Homme","NSP",NA,"aucun","Plutot dificile",0,2,51
"BAC","Facile","Homme","employe","employe","aucun","Plutot facile",0,2,2
"BAC","Facile","Homme","employe","employe","aucun","Plutot facile",1,0,32
"BAC","Dificile","Femme","prof_interm","NSP","aucun","Plutot dificile",1,1,80
"BAC+2","Facile","Femme","ouvrir","employe","aucun","Plutot facile",1,0,0
"BAC","Dificile","Femme","ing-cadre-prof_lib","ing-cadre-prof_lib","aucun","Plutot facile",0,0,9
"Aucun","Facile","Femme","artis-commerc","employe","aucun","Plutot facile",0,0,0
"BAC+2","Facile","Homme","NSP","employe","aucun","Plutot facile",0,0,42
">=BAC+3","Facile","Homme","employe","employe","aucun","Plutot facile",0,0,0
"BAC+2","Facile","Femme","ing-cadre-prof_lib","ing-cadre-prof_lib","aucun","Plutot dificile",6,0,0
"BAC+2","Facile","Femme","ing-cadre-prof_lib","prof_interm","aucun","Plutot facile",0,0,25
"BAC+2","Facile","Femme","ing-cadre-prof_lib","employe","aucun","Plutot facile",6,0,0
"BAC+2","Facile","Homme","employe","employe","aucun","Plutot dificile",0,0,26
"CAP","Facile","Femme","employe","employe","aucun","Tres facile",4,0,0
"BAC+2","Facile","Femme","prof_interm","ouvrir","aucun","Plutot facile",NA,0,0
"BAC+2","Facile","Femme","artis-commerc","employe","aucun","Plutot facile",6,4,4
"BAC+2","Facile","Homme","NSP","ing-cadre-prof_lib","aucun","Plutot facile",1,0,18
"BAC+2","Facile","Femme","prof_interm","ouvrir","aucun","Plutot dificile",1,0,0
"BAC+2","Facile","Femme","ing-cadre-prof_lib","ing-cadre-prof_lib","aucun","Plutot facile",6,0,0
"BAC+2","Facile","Femme","ing-cadre-prof_lib","ing-cadre-prof_lib","aucun","Plutot facile",6,0,1
"BAC+2","Facile","Femme","prof_interm","employe","aucun","Plutot dificile",0,0,52
"BAC+2","Facile","Femme","artis-commerc","employe","aucun","Plutot dificile",4,0,0
"BAC+2","Facile","Femme","artis-commerc","ing-cadre-prof_lib","aucun","Plutot facile",0,0,0
"BAC+2","Facile","Femme",NA,"employe","aucun","Plutot facile",4,0,58
"BAC+2","Facile","Femme","ouvrir","employe","aucun","Plutot facile",6,0,7
"BAC+2","Facile","Femme","ing-cadre-prof_lib","employe","aucun","Plutot facile",6,0,5
"BAC+2","Facile","Homme","ing-cadre-prof_lib","employe","aucun","Plutot facile",6,0,15
"BAC+2","Facile","Femme","employe","employe","aucun","Plutot facile",6,0,7
"BAC+2","Facile","Homme","prof_interm","employe","un","Plutot facile",NA,0,19
"BAC+2","Facile","Homme","agric","employe","aucun","Plutot facile",NA,0,6
"BAC+2","Facile","Femme","ing-cadre-prof_lib","employe","aucun","Plutot dificile",NA,0,11
"BAC+2","Facile","Homme","employe","ing-cadre-prof_lib","aucun","Tres facile",6,0,19
"BAC+2","Facile","Femme","ouvrir","employe","aucun","Plutot facile",0,0,7
"CAP","Facile","Femme","employe","ouvrir","aucun","Plutot facile",NA,2,24
"BAC+2","Facile","Femme","employe",NA,"aucun","Plutot facile",6,0,0
"BAC+2","Facile","Femme","prof_interm","ouvrir","aucun","Plutot facile",6,0,0
"BAC","Facile","Femme","ing-cadre-prof_lib","employe","aucun","Plutot dificile",6,4,13
"BAC+2","Facile","Femme","agric","agric","aucun","Plutot facile",6,0,4
"BAC+2","Facile","Femme","employe","employe","aucun","Plutot facile",6,2,17
"BAC+2","Facile","Femme",NA,"prof_interm","aucun","Plutot facile",0,0,0
"BAC+2","Facile","Femme","employe","employe","aucun","Plutot facile",0,2,2
"BAC+2","Facile","Femme","ing-cadre-prof_lib","ing-cadre-prof_lib","aucun","Plutot facile",3,2,2
"BAC+2","Facile","Femme","ing-cadre-prof_lib","employe","aucun","Tres facile",6,2,2
"BAC+2","Facile","Femme","ing-cadre-prof_lib","employe","aucun","Plutot facile",0,1,31
"BAC+2","Facile","Femme","artis-commerc","ing-cadre-prof_lib","aucun","Plutot facile",6,0,3
"BAC+2","Facile","Femme","employe","employe","aucun","Plutot facile",0,0,0
"BAC+2","Facile","Femme","ing-cadre-prof_lib","employe","un","Plutot dificile",0,0,30
"BAC+2","Facile","Femme","employe","employe","aucun","Plutot facile",0,0,28
"BAC+2","Facile","Femme","ouvrir","employe","aucun","Plutot facile",6,2,2
"BAC+2","Facile","Femme",NA,"employe","aucun","Plutot dificile",6,0,0
"BAC+2","Facile","Femme","employe","employe","aucun","Tres dificile",1,0,0
"BAC+2","Facile","Femme","ing-cadre-prof_lib","employe","aucun","Tres dificile",6,0,0
"BAC+2","Facile","Femme","NSP","employe","aucun","Tres facile",6,3,3
"BAC+2","Facile","Femme","artis-commerc","employe","aucun","Plutot dificile",6,0,15
"BAC+2","Facile","Femme","prof_interm","employe","un","Plutot facile",6,0,14
"BAC+2","Facile","Femme","employe","employe","aucun","Plutot facile",6,0,0
"BAC+2","Facile","Femme","ing-cadre-prof_lib","prof_interm","aucun","Tres facile",6,0,6
"BAC+2","Facile","Femme","employe","employe","un","Plutot facile",6,0,NA
"BAC+2","Facile","Femme","employe","ing-cadre-prof_lib","aucun","Plutot facile",6,0,25
"BAC+2","Facile","Femme","NSP","NSP","aucun","Plutot facile",4,0,0
"BAC+2","Facile","Homme","artis-commerc","employe","aucun","Plutot facile",6,0,16
"BAC","Dificile","Femme","prof_interm","prof_interm","aucun","Plutot dificile",6,12,NA
"BAC","Facile","Femme","ouvrir","employe","aucun","Plutot facile",0,0,0
"BAC+2","Facile","Femme","ing-cadre-prof_lib","employe","aucun","Plutot facile",6,0,0
"BAC+2","Facile","Femme","employe","employe","aucun","Tres facile",0,0,0
"BAC+2","Facile","Femme","employe","employe","aucun","Plutot facile",6,0,8
"BAC","Facile","Femme","ouvrir","employe","aucun","Plutot facile",6,4,20
"BAC+2","Facile","Femme","agric","ing-cadre-prof_lib","aucun","Plutot facile",6,0,48
"BAC","Facile","Femme","ouvrir","ing-cadre-prof_lib","aucun","Plutot facile",0,0,9
"BAC+2","Facile","Femme","ouvrir","artis-commerc","un","Plutot facile",1,0,44
"BAC+2","Facile","Femme",NA,"employe","aucun","Tres facile",6,0,23
"BAC+2","Facile","Femme",NA,"employe","aucun","Plutot dificile",0,0,11
"BAC+2","Facile","Femme","ouvrir","ouvrir","aucun","Plutot dificile",6,0,0
"BAC+2","Facile","Femme","employe","employe","aucun","Plutot dificile",6,1,1
"BAC+2","Facile","Femme","employe","ing-cadre-prof_lib","un","Plutot facile",6,0,18
"BAC","Facile","Femme","ing-cadre-prof_lib","ing-cadre-prof_lib","aucun","Plutot dificile",6,1,32
"BAC+2","Facile","Homme","employe","prof_interm","aucun","Plutot facile",6,0,0
"BAC+2","Facile","Femme","ouvrir","ouvrir","aucun","Tres facile",6,0,0
"BAC+2","Facile","Femme","ouvrir","employe","aucun","Plutot facile",6,0,0
"BAC","Facile","Femme","ouvrir","employe","aucun","Plutot dificile",6,0,18
"BAC+2","Facile","Femme","ouvrir","ouvrir","un","Plutot facile",6,0,17
"BAC+2","Facile","Femme","ouvrir","employe","aucun","Plutot dificile",6,0,0
"CAP","Facile","Homme","artis-commerc","employe","aucun","Plutot facile",NA,2,11
"BAC+2","Facile","Femme","ing-cadre-prof_lib","ing-cadre-prof_lib","aucun","Tres facile",6,2,48
"BAC+2","Facile","Femme","ing-cadre-prof_lib","ing-cadre-prof_lib","un","Tres facile",6,0,7
"BAC+2","Facile","Homme","ing-cadre-prof_lib","ing-cadre-prof_lib","aucun","Plutot facile",0,0,0
"BAC+2","Facile","Femme","ing-cadre-prof_lib","employe","aucun","Plutot facile",6,2,29
"CAP","Dificile","Femme","ouvrir","employe","aucun","Plutot dificile",6,34,34
